4303 43 -7 -7 -7 -7 -7 -7 19 42 66 91 115 135 158 -7 -7
4304 43 -7 -7 -7 -7 -7 -7 -7 3 27 52 76 96 119 151 179
4401 44 53 83 108 129 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
4402 44 7 38 62 83 -7 133 156 -7 -7 -7 -7 -7 -7 -7 -7
4601 46 -7 -7 -7 -7 2 27 49 -7 97 123 143 166 -7 -7 -7
4602 46 -7 -7 -7 -7 -7 -7 10 -7 58 84 104 127 -7 -7 -7
4901 49 39 69 93 115 139 162 -7 -7 -7 -7 -7 -7 -7 -7 -7
4902 49 -7 17 42 64 87 110 134 160 -7 -7 -7 -7 -7 -7 -7
5001 50 7 36 61 84 107 130 153 -7 -7 -7 -7 -7 -7 -7 -7
5002 50 -7 0 25 48 71 94 117 145 166 -7 -7 -7 -7 -7 -7
5003 50 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
5004 50 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
5005 50 -7 -7 -7 -7 20 42 65 93 115 139 163 -7 -7 -7 -7
5701 57 80 111 134 157 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
5702 57 -7 -7 -7 -7 -7 7 33 57 83 104 126 149 -7 -7 -7
5703 57 -7 -7 -7 -7 -7 -7 5 28 54 75 97 120 145 175 -7
5801 58 55 85 109 132 155 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
5802 58 22 53 77 99 123 147 173 -7 -7 -7 -7 -7 -7 -7 -7
5803 58 -7 -7 22 44 68 92 118 -7 -7 -7 -7 -7 -7 -7 -7
6101 61 -7 -7 -7 -7 16 38 62 89 111 138 156 -7 -7 -7 -7
6102 61 -7 -7 -7 -7 -7 21 45 71 94 120 139 162 -7 -7 -7
6103 61 -7 -7 -7 -7 -7 -7 -7 -7 -7 13 31 54 77 109 136
6201 62 -7 -7 -7 -7 -7 -7 22 48 71 95 116 138 167 -7 -7
6202 62 -7 -7 -7 -7 -7 -7 -7 23 46 69 90 112 142 168 -7
6203 62 -7 -7 -7 -7 -7 -7 -7 -7 8 32 52 75 104 130 156
6801 68 -7 -7 -7 -7 11 33 57 81 106 130 151 -7 -7 -7 -7
6802 68 -7 -7 -7 -7 -7 10 34 58 83 107 128 152 -7 -7 -7
6803 68 -7 -7 -7 -7 -7 -7 17 41 66 90 111 134 157 -7 -7
7501 75 -7 -7 -7 -7 7 28 51 -7 -7 127 148 175 -7 -7 -7
7502 75 -7 -7 -7 -7 -7 -7 22 -7 -7 98 118 146 164 -7 -7
7801 78 -7 -7 16 39 63 86 109 134 -7 -7 -7 -7 -7 -7 -7
7802 78 -7 -7 -7 4 29 51 74 99 -7 150 172 -7 -7 -7 -7
7803 78 -7 -7 -7 -7 -7 -7 19 44 -7 95 117 -7 -7 -7 -7
7804 78 -7 -7 -7 -7 -7 -7 -7 4 -7 56 77 -7 -7 -7 -7
8601 86 100 132 155 178 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
8901 89 -7 27 54 75 99 121 147 -7 -7 -7 -7 -7 -7 -7 -7
9101 91 -7 -7 -7 -7 8 30 51 -7 101 129 146 168 -7 -7 -7
9102 91 -7 -7 -7 -7 -7 -7 18 -7 69 95 113 135 158 -7 -7
9201 92 39 68 94 116 141 162 -7 -7 -7 -7 -7 -7 -7 -7 -7
9202 92 -7 -7 -7 3 28 49 74 99 122 -7 170 -7 -7 -7 -7
9501 95 4 35 59 81 106 127 152 -7 -7 -7 -7 -7 -7 -7 -7
9502 95 -7 15 39 61 86 107 132 -7 -7 -7 -7 -7 -7 -7 -7
9503 95 -7 -7 21 43 68 89 113 -7 163 -7 -7 -7 -7 -7 -7
9601 96 65 95 120 140 164 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
9602 96 -7 20 43 67 90 114 137 163 -7 -7 -7 -7 -7 -7 -7
9603 96 -7 -7 -7 -7 -7 -7 0 27 50 72 94 118 139 172 -7
9701 97 -7 14 38 60 85 108 131 158 -7 -7 -7 -7 -7 -7 -7
9702 97 -7 -7 14 36 61 84 107 134 157 -7 -7 -7 -7 -7 -7
9801 98 -7 9 34 57 81 103 129 151 -7 -7 -7 -7 -7 -7 -7
9802 98 -7 -7 -7 21 44 67 92 115 140 164 -7 -7 -7 -7 -7
9803 98 -7 -7 -7 -7 -7 22 43 67 92 116 137 160 -7 -7 -7
9901 99 -7 15 39 61 85 107 131 158 -7 -7 -7 -7 -7 -7 -7
9902 99 -7 -7 -7 -7 16 39 62 89 113 135 156 -7 -7 -7 -7
10001 100 8 37 63 85 109 132 157 -7 -7 -7 -7 -7 -7 -7 -7
10002 100 -7 -7 -7 14 38 61 84 112 134 158 -7 -7 -7 -7 -7
10003 100 -7 -7 -7 -7 17 40 63 90 115 137 158 -7 -7 -7 -7
10201 102 -7 -7 -7 5 28 -7 -7 -7 -7 -7 167 -7 -7 -7 -7
11101 111 47 77 101 123 148 170 -7 -7 -7 -7 -7 -7 -7 -7 -7
11102 111 31 61 85 106 132 154 -7 -7 -7 -7 -7 -7 -7 -7 -7
11103 111 -7 16 41 63 89 110 136 161 -7 -7 -7 -7 -7 -7 -7
11201 112 44 73 97 119 144 166 -7 -7 -7 -7 -7 -7 -7 -7 -7
11202 112 -7 -7 -7 -7 -7 -7 8 36 60 82 103 130 147 -7 -7
11501 115 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
11502 115 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
11503 115 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
11504 115 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
11801 118 52 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
11802 118 -7 -7 -7 15 40 -7 88 -7 -7 -7 -7 -7 -7 -7 -7
12101 121 -7 -7 -7 -7 22 43 67 92 116 140 162 -7 -7 -7 -7
12401 124 -7 3 25 49 71 97 117 145 168 -7 -7 -7 -7 -7 -7
12402 124 -7 -7 7 31 53 79 99 126 150 -7 -7 -7 -7 -7 -7
12801 128 39 68 93 116 139 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
12802 128 0 30 54 78 100 -7 150 173 -7 -7 -7 -7 -7 -7 -7
13301 133 -7 -7 -7 -7 22 43 68 93 116 -7 160 -7 -7 -7 -7
13701 137 -7 1 25 48 73 94 119 143 167 -7 -7 -7 -7 -7 -7
13702 137 -7 -7 -7 14 38 60 84 109 133 157 -7 -7 -7 -7 -7
13801 138 -7 -7 17 41 65 87 111 135 160 -7 -7 -7 -7 -7 -7
13802 138 -7 -7 -7 12 36 59 82 106 131 154 -7 -7 -7 -7 -7
13803 138 -7 -7 -7 -7 11 34 58 82 106 130 154 -7 -7 -7 -7
14001 140 -7 -7 -7 -7 18 41 65 91 114 139 159 -7 -7 -7 -7
14301 143 8 -7 -7 84 108 131 156 -7 -7 -7 -7 -7 -7 -7 -7
14302 143 -7 -7 -7 53 76 99 124 -7 -7 -7 -7 -7 -7 -7 -7
14303 143 -7 -7 -7 23 47 69 94 -7 -7 168 -7 -7 -7 -7 -7
14304 143 -7 -7 -7 23 47 69 94 -7 -7 168 -7 -7 -7 -7 -7
14401 144 -7 -7 -7 -7 22 48 68 94 120 141 171 -7 -7 -7 -7
14402 144 -7 -7 -7 -7 -7 25 45 70 96 118 147 -7 -7 -7 -7
14403 144 -7 -7 -7 -7 -7 -7 10 36 62 83 112 -7 161 -7 -7
14701 147 -7 11 31 57 -7 -7 125 150 -7 -7 -7 -7 -7 -7 -7
14702 147 -7 -7 -7 27 -7 -7 96 121 145 169 -7 -7 -7 -7 -7
14901 149 -7 -7 -7 14 37 61 85 112 134 160 -7 -7 -7 -7 -7
14902 149 -7 -7 -7 -7 10 34 58 85 106 132 151 -7 -7 -7 -7
15301 153 12 40 67 88 114 137 161 -7 -7 -7 -7 -7 -7 -7 -7
15302 153 -7 26 51 73 98 121 145 -7 -7 -7 -7 -7 -7 -7 -7
15701 157 11 41 65 85 111 -7 160 -7 -7 -7 -7 -7 -7 -7 -7
15702 157 -7 11 37 58 83 -7 133 -7 -7 -7 -7 -7 -7 -7 -7
15801 158 8 37 62 84 108 130 155 -7 -7 -7 -7 -7 -7 -7 -7
15802 158 -7 -7 20 43 67 90 114 141 163 -7 -7 -7 -7 -7 -7
15901 159 7 37 60 83 107 132 155 -7 -7 -7 -7 -7 -7 -7 -7
15902 159 -7 18 41 64 88 112 136 -7 -7 -7 -7 -7 -7 -7 -7
15903 159 -7 -7 6 29 53 77 101 -7 -7 -7 -7 -7 -7 -7 -7
15904 159 -7 -7 -7 -7 17 42 65 -7 -7 -7 -7 -7 -7 -7 -7
15905 159 -7 -7 -7 -7 17 42 65 -7 -7 -7 -7 -7 -7 -7 -7
16001 160 -7 -7 -7 20 44 66 90 116 139 162 -7 -7 -7 -7 -7
16101 161 -7 -7 -7 -7 4 25 50 76 100 122 144 167 -7 -7 -7
16102 161 -7 -7 -7 -7 -7 -7 19 45 70 92 114 136 159 -7 -7
16501 165 -7 -7 24 47 70 93 118 142 165 -7 -7 -7 -7 -7 -7
16502 165 -7 -7 -7 4 26 49 75 99 122 147 169 -7 -7 -7 -7
16503 165 -7 -7 -7 -7 -7 -7 5 28 53 76 99 119 143 176 -7
16701 167 12 41 67 89 112 135 162 -7 -7 -7 -7 -7 -7 -7 -7
16702 167 -7 11 38 59 82 105 131 155 -7 -7 -7 -7 -7 -7 -7
17201 172 -7 -7 -7 -7 14 35 58 84 108 132 152 -7 -7 -7 -7
17401 174 3 33 57 85 106 126 149 -7 -7 -7 -7 -7 -7 -7 -7
17402 174 -7 -7 7 31 56 76 99 126 151 175 -7 -7 -7 -7 -7
17501 175 46 -7 99 123 147 170 -7 -7 -7 -7 -7 -7 -7 -7 -7
17502 175 28 -7 81 104 129 151 -7 -7 -7 -7 -7 -7 -7 -7 -7
17503 175 -7 -7 50 73 98 120 -7 -7 -7 -7 -7 -7 -7 -7 -7
17504 175 -7 -7 -7 -7 22 45 -7 -7 -7 -7 -3 -7 -7 -7 -7
17901 179 56 85 112 132 156 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
17902 179 30 59 85 106 130 154 -7 -7 -7 -7 -7 -7 -7 -7 -7
18001 180 95 123 149 171 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
18002 180 49 77 103 125 149 171 -7 -7 -7 -7 -7 -7 -7 -7 -7
18003 180 15 44 69 92 115 138 161 -7 -7 -7 -7 -7 -7 -7 -7
18301 183 15 44 70 92 116 139 161 -7 -7 -7 -7 -7 -7 -7 -7
18302 183 -7 7 33 55 79 102 124 151 -7 -7 -7 -7 -7 -7 -7
18303 183 -7 -7 -7 18 42 65 87 113 136 161 -7 -7 -7 -7 -7
18401 184 -7 -7 -7 -7 -7 -7 -7 10 34 58 80 103 126 158 -7
18601 186 -7 -7 -7 20 41 65 86 113 138 161 -7 -7 -7 -7 -7
18801 188 12 41 65 86 110 133 160 -7 -7 -7 -7 -7 -7 -7 -7
19001 190 -7 -7 -7 -7 -7 16 36 63 87 111 132 155 -7 -7 -7
19201 192 -7 -7 -7 15 39 61 84 112 134 158 -7 -7 -7 -7 -7
19202 192 -7 -7 -7 -7 2 24 47 75 96 120 140 164 -7 -7 -7
19203 192 -7 -7 -7 -7 -7 -7 -7 26 48 72 92 115 138 171 -7
19701 197 -7 -7 9 35 59 80 105 126 151 -7 -7 -7 -7 -7 -7
19702 197 -7 -7 -7 23 47 69 94 115 139 164 -7 -7 -7 -7 -7
20001 200 39 66 91 116 138 161 -7 -7 -7 -7 -7 -7 -7 -7 -7
20002 200 -7 7 33 57 80 102 125 154 -7 -7 -7 -7 -7 -7 -7
20301 203 -7 -7 -7 74 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
20302 203 -7 -7 6 31 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
20401 204 -7 157 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
20402 204 -7 49 -7 97 120 143 165 -7 -7 -7 -7 -7 -7 -7 -7
20501 205 91 122 -7 170 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
20502 205 59 90 -7 137 160 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
20503 205 -7 28 -7 75 98 -7 -7 170 -7 -7 -7 -7 -7 -7 -7
20801 208 128 159 180 204 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
21101 211 -7 -7 -7 -7 -7 3 25 50 76 99 120 143 166 -7 -7
21102 211 -7 -7 -7 -7 -7 -7 8 33 59 82 103 126 149 -7 -7
21103 211 -7 -7 -7 -7 -7 -7 -7 6 32 55 76 99 122 155 -7
21104 211 -7 -7 -7 -7 -7 -7 -7 -7 -7 18 37 60 83 116 142
22101 221 -7 26 49 71 96 120 142 166 -7 -7 -7 -7 -7 -7 -7
22102 221 -7 8 32 54 79 103 125 149 -7 -7 -7 -7 -7 -7 -7
22103 221 -7 -7 16 39 63 87 109 134 158 -7 -7 -7 -7 -7 -7
22104 221 -7 -7 -7 13 38 61 83 108 132 158 -7 -7 -7 -7 -7
22401 224 136 166 188 211 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
22402 224 99 129 152 174 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
22403 224 87 117 140 162 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
22701 227 125 155 180 203 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
22702 227 102 135 157 179 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
22703 227 8 37 62 85 109 131 157 -7 -7 -7 -7 -7 -7 -7 -7
22704 227 -7 -7 -7 -7 5 27 53 77 101 125 145 168 -7 -7 -7
22801 228 74 103 127 151 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
22802 228 -7 27 50 75 101 123 146 172 -7 -7 -7 -7 -7 -7 -7
22803 228 -7 9 33 57 83 105 128 154 -7 -7 -7 -7 -7 -7 -7
22804 228 -7 -7 8 32 58 81 104 129 152 176 -7 -7 -7 -7 -7
22901 229 -7 -7 -7 2 26 49 74 101 123 147 169 -7 -7 -7 -7
23101 231 -7 -7 5 28 52 75 99 123 149 172 -7 -7 -7 -7 -7
23102 231 -7 -7 -7 -7 16 39 64 88 113 136 156 -7 -7 -7 -7
23601 236 -7 2 28 52 74 98 123 147 170 -7 -7 -7 -7 -7 -7
23602 236 -7 -7 -7 22 44 68 93 117 140 164 -7 -7 -7 -7 -7
23603 236 -7 -7 -7 -7 -7 16 40 64 87 111 132 153 -7 -7 -7
23701 237 58 88 111 137 158 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
23901 239 67 96 119 142 165 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
23902 239 31 61 -7 108 130 153 -7 -7 -7 -7 -7 -7 -7 -7 -7
23903 239 17 47 70 94 116 140 167 -7 -7 -7 -7 -7 -7 -7 -7
24001 240 15 45 70 93 116 139 163 -7 -7 -7 -7 -7 -7 -7 -7
24002 240 -7 20 45 68 91 115 138 163 -7 -7 -7 -7 -7 -7 -7
24201 242 -7 25 50 73 98 121 143 169 -7 -7 -7 -7 -7 -7 -7
24401 244 128 158 181 203 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
24402 244 79 109 132 154 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
24403 244 -7 -7 -7 12 38 59 84 109 132 156 -7 -7 -7 -7 -7
24501 245 -7 -7 -7 2 27 49 74 99 122 147 168 -7 -7 -7 -7
24502 245 -7 -7 -7 -7 -7 0 25 50 73 98 119 141 165 -7 -7
24503 245 -7 -7 -7 -7 -7 -7 -7 11 34 59 79 102 126 157 -7
24901 249 49 80 102 126 150 173 -7 -7 -7 -7 -7 -7 -7 -7 -7
24902 249 16 46 69 92 116 139 163 -7 -7 -7 -7 -7 -7 -7 -7
24903 249 -7 -7 -7 -7 14 37 60 87 111 133 154 -7 -7 -7 -7
24904 249 -7 -7 -7 -7 -7 -7 -7 -7 -7 23 43 65 88 120 147
25001 250 -7 74 97 120 142 166 -7 -7 -7 -7 -7 -7 -7 -7 -7
25002 250 -7 30 53 76 98 122 146 171 -7 -7 -7 -7 -7 -7 -7
25201 252 30 60 83 109 129 154 -7 -7 -7 -7 -7 -7 -7 -7 -7
25202 252 -7 -7 -7 10 30 55 79 103 125 150 -7 -7 -7 -7 -7
25401 254 57 86 110 131 155 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
25402 254 42 70 94 116 140 164 -7 -7 -7 -7 -7 -7 -7 -7 -7
25403 254 -7 -7 14 35 60 84 107 133 155 -7 -7 -7 -7 -7 -7
25404 254 -7 -7 -7 -7 4 26 49 75 98 122 144 164 -7 -7 -7
25405 254 -7 -7 -7 -7 -7 13 36 61 84 108 130 151 -7 -7 -7
25501 255 32 62 85 108 131 157 -7 -7 -7 -7 -7 -7 -7 -7 -7
25502 255 22 52 76 98 121 147 170 -7 -7 -7 -7 -7 -7 -7 -7
25503 255 -7 18 42 65 88 114 136 160 -7 -7 -7 -7 -7 -7 -7
25504 255 -7 -7 -7 13 37 62 85 109 133 157 -7 -7 -7 -7 -7
25505 255 -7 -7 -7 -7 -7 -7 7 31 55 79 99 122 145 -7 -7
25601 256 66 95 119 143 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
25602 256 -7 -7 -7 -7 -7 -7 -7 -7 14 38 55 80 102 135 162
25801 258 71 102 125 148 172 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
25802 258 51 82 106 128 152 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
25803 258 21 51 75 97 121 144 167 -7 -7 -7 -7 -7 -7 -7 -7
26201 262 10 38 64 88 109 131 159 -7 -7 -7 -7 -7 -7 -7 -7
26202 262 -7 -7 -7 3 24 46 73 -7 -7 -7 -7 -7 -7 -7 -7
26501 265 -7 -7 -7 18 44 66 92 116 140 164 -7 -7 -7 -7 -7
26502 265 -7 -7 -7 3 29 51 77 101 125 149 169 -7 -7 -7 -7
26503 265 -7 -7 -7 -7 9 30 57 80 105 129 149 -7 -7 -7 -7
26504 265 -7 -7 -7 -7 -7 -7 21 45 69 93 113 -7 165 -7 -7
27201 272 17 46 70 95 118 141 167 -7 -7 -7 -7 -7 -7 -7 -7
27202 272 -7 24 48 72 95 119 144 166 -7 -7 -7 -7 -7 -7 -7
27203 272 -7 -7 16 41 64 87 113 135 159 -7 -7 -7 -7 -7 -7
27204 272 -7 -7 -7 -7 2 26 51 73 97 121 140 163 -7 -7 -7
27501 275 -7 -7 -7 11 33 58 81 106 128 154 -7 -7 -7 -7 -7
27502 275 -7 -7 -7 -7 11 36 59 84 107 132 152 -7 -7 -7 -7
27801 278 -7 17 40 64 88 111 135 158 -7 -7 -7 -7 -7 -7 -7
27802 278 -7 -7 -7 8 33 55 80 103 131 152 -7 -7 -7 -7 -7
27803 278 -7 -7 -7 -7 -7 18 42 66 93 115 140 -7 -7 -7 -7
27804 278 -7 -7 -7 -7 -7 -7 -7 -7 -7 16 41 -7 89 -7 -7
28201 282 -7 -7 -7 8 35 57 80 106 129 153 -7 -7 -7 -7 -7
28202 282 -7 -7 -7 -7 7 29 52 77 101 125 145 168 -7 -7 -7
28501 285 101 131 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
28502 285 56 86 110 134 157 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
28503 285 11 41 64 89 112 133 158 -7 -7 -7 -7 -7 -7 -7 -7
28701 287 57 86 -7 135 158 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
28702 287 -7 -7 -7 16 39 62 86 111 136 -7 -7 -7 -7 -7 -7
28801 288 76 105 128 152 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
28802 288 -7 26 49 72 96 119 142 169 -7 -7 -7 -7 -7 -7 -7
28803 288 -7 -7 -7 -7 14 37 60 87 111 132 154 -7 -7 -7 -7
28804 288 -7 -7 -7 -7 -7 -7 -7 14 36 59 81 104 128 158 -7
28805 288 -7 -7 -7 -7 -7 -7 -7 3 25 48 70 93 117 147 174
28806 288 -7 -7 -7 -7 -7 -7 -7 3 25 48 70 93 117 147 174
28901 289 51 80 103 127 152 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
28902 289 5 34 57 81 105 127 151 -7 -7 -7 -7 -7 -7 -7 -7
29001 290 85 112 137 160 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
29002 290 37 65 89 112 135 157 -7 -7 -7 -7 -7 -7 -7 -7 -7
29201 292 -7 -7 6 31 54 77 101 125 152 173 -7 -7 -7 -7 -7
29202 292 -7 -7 -7 11 33 57 80 104 132 153 -7 -7 -7 -7 -7
29301 293 5 34 59 82 107 129 151 -7 -7 -7 -7 -7 -7 -7 -7
29302 293 -7 4 29 52 76 99 121 148 170 -7 -7 -7 -7 -7 -7
29401 294 -7 58 79 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
29402 294 -7 18 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
29403 294 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
29701 297 88 117 142 167 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
29702 297 -7 -7 -7 -7 13 36 61 86 113 132 154 -7 -7 -7 -7
29801 298 -7 -7 19 40 65 88 110 136 -7 -7 -7 -7 -7 -7 -7
29802 298 -7 -7 -7 -7 -7 -7 25 47 -7 -7 -7 -7 -7 -7 -7
30501 305 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
30502 305 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
31201 312 38 66 91 114 138 161 -7 -7 -7 -7 -7 -7 -7 -7 -7
31202 312 7 35 59 82 106 130 153 -7 -7 -7 -7 -7 -7 -7 -7
31401 314 52 84 105 128 152 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
31402 314 27 59 80 103 127 150 -7 -7 -7 -7 -7 -7 -7 -7 -7
31403 314 9 41 62 85 109 132 157 -7 -7 -7 -7 -7 -7 -7 -7
31404 314 -7 28 49 73 96 119 -7 -7 -7 -7 -7 -7 -7 -7 -7
31405 314 -7 4 26 49 72 96 -7 -7 -7 -7 -7 -7 -7 -7 -7
32101 321 -7 -7 11 33 58 82 -7 133 153 -7 -7 -7 -7 -7 -7
32102 321 -7 -7 -7 9 34 58 -7 110 129 153 -7 -7 -7 -7 -7
32103 321 -7 -7 -7 -7 4 28 -7 80 99 123 147 -7 -7 -7 -7
32201 322 -7 3 26 51 72 95 -7 146 173 -7 -7 -7 -7 -7 -7
32202 322 -7 -7 7 32 53 76 -7 126 153 -7 -7 -7 -7 -7 -7
32203 322 -7 -7 -7 13 34 57 -7 108 135 -7 -7 -7 -7 -7 -7
33301 333 65 93 118 142 166 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
33302 333 -7 2 27 51 75 96 121 145 169 -7 -7 -7 -7 -7 -7
33501 335 -7 -7 13 37 62 84 105 132 156 -7 -7 -7 -7 -7 -7
33801 338 68 99 121 144 169 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
33802 338 0 30 52 75 100 122 147 175 -7 -7 -7 -7 -7 -7 -7
33901 339 56 84 108 133 155 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
34001 340 51 79 104 128 151 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
34002 340 34 62 87 111 134 156 -7 -7 -7 -7 -7 -7 -7 -7 -7
34003 340 -7 1 26 50 73 95 119 145 168 -7 -7 -7 -7 -7 -7
34301 343 96 126 150 173 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
34401 344 -7 -7 7 30 54 75 100 124 148 174 -7 -7 -7 -7 -7
34402 344 -7 -7 -7 13 36 58 83 107 131 157 -7 -7 -7 -7 -7
34501 345 -7 -7 -7 55 77 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
34701 347 -7 -7 21 44 68 90 115 141 161 -7 -7 -7 -7 -7 -7
34702 347 -7 -7 3 26 50 72 97 123 143 -7 -7 -7 -7 -7 -7
35401 354 -7 -7 17 40 62 84 109 133 157 -7 -7 -7 -7 -7 -7
35402 354 -7 -7 -7 -7 -7 9 33 57 82 106 127 150 -7 -7 -7
36501 365 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
36502 365 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
36503 365 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7
36504 365 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 132 -7 -7 -7 -7
36505 365 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 132 -7 -7 -7 -7
