201 2 3 2 1993 -7 -7 -7 -7 27 -7 -7 -7 -7 -7 -7 -7 458
202 2 3 2 1994 -7 -7 -7 -7 -7 26 -7 -7 -7 -7 -7 -7 458
301 3 3 2 1981 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
302 3 3 2 1983 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
303 3 3 2 1986 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
401 4 3 1 1980 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
403 4 3 2 1997 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
801 8 3 2 1976 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
802 8 3 1 1979 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
803 8 3 2 1982 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
1001 10 3 2 1983 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
1002 10 3 2 1988 -7 33 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
1201 12 3 1 1989 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
1202 12 3 1 1993 -7 -7 -7 -7 20 -7 -7 -7 -7 -7 -7 -7 458
1601 16 3 1 1990 -7 -7 23 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
1602 16 3 1 1993 -7 -7 -7 -7 23 -7 -7 -7 -7 -7 -7 -7 458
1603 16 3 2 1996 -7 -7 -7 -7 -7 -7 16 -7 -7 -7 -7 -7 458
1901 19 3 2 1987 -7 32 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
2001 20 3 2 1990 -7 -7 22 20 -7 -7 -7 -7 -7 -7 -7 -7 458
2501 25 3 1 1990 -7 -7 -7 19 -7 -7 -7 -7 -7 -7 -7 -7 458
2502 25 3 2 1993 -7 -7 -7 -7 -3 -7 -7 -7 -7 -7 -7 -7 458
2701 27 3 2 1988 -7 33 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
2702 27 3 1 1992 -7 -7 -7 18 -7 -7 -7 -7 -7 -7 -7 -7 458
3001 30 3 1 1982 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
3002 30 3 1 1987 -7 23 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
3003 30 3 1 1991 -7 -7 -7 30 -7 -7 -7 -7 -7 -7 -7 -7 458
3501 35 3 2 1990 -7 -7 23 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
3502 35 3 2 1993 -7 -7 -7 -7 25 -7 -7 -7 -7 -7 -7 -7 458
3701 37 3 2 1990 -7 -7 32 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
4301 43 3 2 1982 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
4302 43 3 2 1989 -7 -7 22 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
4303 43 3 2 1997 -7 -7 -7 -7 -7 -7 20 -7 -7 -7 -7 -7 458
4304 43 3 2 2000 -7 -7 -7 -7 -7 -7 -7 29 -7 -7 -7 -7 458
4401 44 3 2 1981 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
4402 44 3 2 1985 30 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
4601 46 3 2 1994 -7 -7 -7 -7 20 -7 -7 -7 -7 -7 -7 -7 458
4602 46 3 2 1997 -7 -7 -7 -7 -7 -7 23 -7 -7 -7 -7 -7 458
4901 49 3 1 1982 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
4902 49 3 1 1987 -7 30 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
5001 50 3 1 1985 34 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
5002 50 3 1 1988 -7 42 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
5003 50 3 1 1990 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
5004 50 3 1 1990 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
5005 50 3 2 1992 -7 -7 -7 -7 19 -7 -7 -7 -7 -7 -7 -7 458
5701 57 3 1 1979 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
5702 57 3 1 1995 -7 -7 -7 -7 -7 22 -7 -7 -7 -7 -7 -7 458
5703 57 3 2 1998 -7 -7 -7 -7 -7 -7 37 -7 -7 -7 -7 -7 458
5801 58 3 2 1981 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
5802 58 3 2 1984 26 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
5803 58 3 1 1988 -7 -7 16 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
6101 61 3 2 1993 -7 -7 -7 -7 15 -7 -7 -7 -7 -7 -7 -7 458
6102 61 3 1 1994 -7 -7 -7 -7 -7 21 -7 -7 -7 -7 -7 -7 458
6103 61 3 1 2003 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
6201 62 3 1 1996 -7 -7 -7 -7 -7 -7 16 -7 -7 -7 -7 -7 458
6202 62 3 2 1998 -7 -7 -7 -7 -7 -7 -7 23 -7 -7 -7 -7 458
6203 62 3 2 2001 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
6801 68 3 2 1993 -7 -7 -7 -7 21 -7 -7 -7 -7 -7 -7 -7 458
6802 68 3 1 1995 -7 -7 -7 -7 -7 22 -7 -7 -7 -7 -7 -7 458
6803 68 3 2 1996 -7 -7 -7 -7 -7 -7 26 -7 -7 -7 -7 -7 458
7501 75 3 2 1994 -7 -7 -7 -7 31 -7 -7 -7 -7 -7 -7 -7 458
7502 75 3 2 1996 -7 -7 -7 -7 -7 -7 -3 -7 -7 -7 -7 -7 458
7801 78 3 2 1989 -7 -7 12 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
7802 78 3 2 1992 -7 -7 -7 22 -7 -7 -7 -7 -7 -7 -7 -7 458
7803 78 3 1 1996 -7 -7 -7 -7 -7 -7 23 -7 -7 -7 -7 -7 458
7804 78 3 2 2000 -7 -7 -7 -7 -7 -7 -7 31 -7 -7 -7 -7 458
8601 86 2 2 1977 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
8901 89 2 2 1986 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
9101 91 3 1 1994 -7 -7 -7 -7 29 -7 -7 -7 -7 -7 -7 -7 458
9102 91 3 1 1996 -7 -7 -7 -7 -7 -7 34 -7 -7 -7 -7 -7 458
9201 92 3 1 1982 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
9202 92 3 1 1992 -7 -7 -7 18 -7 -7 -7 -7 -7 -7 -7 -7 458
9501 95 3 1 1985 39 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
9502 95 3 1 1987 -7 28 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
9503 95 3 1 1988 -7 -7 14 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
9601 96 3 2 1980 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
9602 96 3 2 1986 -7 30 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
9603 96 3 1 1998 -7 -7 -7 -7 -7 -7 24 -7 -7 -7 -7 -7 458
9701 97 3 1 1987 -7 29 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
9702 97 3 1 1989 -7 -7 23 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
9801 98 3 1 1987 -7 39 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
9802 98 3 1 1990 -7 -7 -7 15 -7 -7 -7 -7 -7 -7 -7 -7 458
9803 98 3 1 1994 -7 -7 -7 -7 -7 -3 -7 -7 -7 -7 -7 -7 458
9901 99 3 1 1987 -7 34 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
9902 99 3 1 1993 -7 -7 -7 -7 16 -7 -7 -7 -7 -7 -7 -7 458
10001 100 3 1 1985 32 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
10002 100 3 1 1991 -7 -7 -7 22 -7 -7 -7 -7 -7 -7 -7 -7 458
10003 100 3 2 1993 -7 -7 -7 -7 21 -7 -7 -7 -7 -7 -7 -7 458
10201 102 3 1 1992 -7 -7 -7 15 -7 -7 -7 -7 -7 -7 -7 -7 458
11101 111 3 2 1982 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
11102 111 3 2 1983 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
11103 111 3 1 1987 -7 28 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
11201 112 3 1 1982 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
11202 112 3 2 1997 -7 -7 -7 -7 -7 -7 21 -7 -7 -7 -7 -7 458
11501 115 3 2 1993 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
11502 115 3 2 1994 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
11503 115 3 2 1996 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
11504 115 3 2 1997 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
11801 118 3 1 1981 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
11802 118 3 2 1991 -7 -7 -7 22 -7 -7 -7 -7 -7 -7 -7 -7 458
12101 121 3 1 1992 -7 -7 -7 -7 26 -7 -7 -7 -7 -7 -7 -7 458
12401 124 3 2 1988 -7 38 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
12402 124 3 1 1990 -7 -7 31 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
12801 128 3 1 1982 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
12802 128 3 2 1986 37 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
