13301 133 3 1 1992 -7 -7 -7 -7 14 -7 -7 -7 -7 -7 -7 -7 458
13701 137 3 1 1988 -7 47 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
13702 137 3 2 1991 -7 -7 -7 22 -7 -7 -7 -7 -7 -7 -7 -7 458
13801 138 3 1 1989 -7 -7 21 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
13802 138 3 1 1991 -7 -7 -7 14 -7 -7 -7 -7 -7 -7 -7 -7 458
13803 138 3 2 1993 -7 -7 -7 -7 22 -7 -7 -7 -7 -7 -7 -7 458
14001 140 3 1 1993 -7 -7 -7 -7 13 -7 -7 -7 -7 -7 -7 -7 458
14301 143 3 1 1985 30 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
14302 143 3 1 1988 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
14303 143 3 2 1990 -7 -7 -7 22 -7 -7 -7 -7 -7 -7 -7 -7 458
14304 143 3 1 1990 -7 -7 -7 32 -7 -7 -7 -7 -7 -7 -7 -7 458
14401 144 3 1 1992 -7 -7 -7 -7 30 -7 -7 -7 -7 -7 -7 -7 458
14402 144 3 2 1994 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
14403 144 3 2 1997 -7 -7 -7 -7 -7 -7 26 -7 -7 -7 -7 -7 458
14701 147 3 2 1987 -7 28 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
14702 147 3 1 1990 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
14901 149 3 2 1991 -7 -7 -7 16 -7 -7 -7 -7 -7 -7 -7 -7 458
14902 149 3 1 1993 -7 -7 -7 -7 26 -7 -7 -7 -7 -7 -7 -7 458
15301 153 3 1 1985 29 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
15302 153 3 2 1986 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
15701 157 3 2 1985 35 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
15702 157 3 1 1987 -7 31 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
15801 158 3 2 1985 37 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
15802 158 3 1 1988 -7 -7 24 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
15901 159 3 1 1985 36 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
15902 159 3 1 1987 -7 30 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
15903 159 3 1 1990 -7 -7 20 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
15904 159 3 2 1993 -7 -7 -7 -7 29 -7 -7 -7 -7 -7 -7 -7 458
15905 159 3 2 1993 -7 -7 -7 -7 29 -7 -7 -7 -7 -7 -7 -7 458
16001 160 3 1 1990 -7 -7 -7 23 -7 -7 -7 -7 -7 -7 -7 -7 458
16101 161 3 1 1994 -7 -7 -7 -7 30 -7 -7 -7 -7 -7 -7 -7 458
16102 161 3 2 1996 -7 -7 -7 -7 -7 -7 18 -7 -7 -7 -7 -7 458
16501 165 3 2 1988 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
16502 165 3 2 1992 -7 -7 -7 21 -7 -7 -7 -7 -7 -7 -7 -7 458
16503 165 3 1 1998 -7 -7 -7 -7 -7 -7 18 -7 -7 -7 -7 -7 458
16701 167 3 1 1985 35 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
16702 167 3 2 1987 -7 32 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
17201 172 3 2 1993 -7 -7 -7 -7 26 -7 -7 -7 -7 -7 -7 -7 458
17401 174 1 1 1985 31 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
17402 174 1 1 1990 -7 -7 29 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
17501 175 3 1 1982 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
17502 175 3 2 1983 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
17503 175 3 1 1986 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
17504 175 3 1 1992 -7 -7 -7 -7 20 -7 -7 -7 -7 -7 -7 -7 458
17901 179 3 2 1981 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
17902 179 3 2 1983 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
18001 180 3 1 1978 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
18002 180 3 1 1982 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
18003 180 3 1 1984 26 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
18301 183 3 1 1984 30 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
18302 183 3 1 1987 -7 34 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
18303 183 3 2 1991 -7 -7 -7 26 -7 -7 -7 -7 -7 -7 -7 -7 458
18401 184 3 2 1999 -7 -7 -7 -7 -7 -7 -7 20 -7 -7 -7 -7 458
18601 186 3 1 1991 -7 -7 -7 20 -7 -7 -7 -7 -7 -7 -7 -7 458
18801 188 3 2 1985 30 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
19001 190 3 2 1995 -7 -7 -7 -7 -7 25 -7 -7 -7 -7 -7 -7 458
19201 192 3 2 1991 -7 -7 -7 19 -7 -7 -7 -7 -7 -7 -7 -7 458
19202 192 3 1 1994 -7 -7 -7 -7 23 -7 -7 -7 -7 -7 -7 -7 458
19203 192 3 2 1998 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
19701 197 3 1 1989 -7 -7 17 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
19702 197 3 2 1990 -7 -7 -7 32 -7 -7 -7 -7 -7 -7 -7 -7 458
20001 200 3 2 1983 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
20002 200 3 2 1987 -7 31 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
20301 203 1 2 1986 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
20302 203 1 2 1990 -7 -7 27 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
20401 204 1 1 1975 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
20402 204 1 2 1984 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
20501 205 1 2 1978 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
20502 205 1 1 1981 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
20503 205 1 1 1986 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
20801 208 3 2 1975 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
21101 211 3 2 1996 -7 -7 -7 -7 -7 15 -7 -7 -7 -7 -7 -7 458
21102 211 3 1 1997 -7 -7 -7 -7 -7 -7 16 -7 -7 -7 -7 -7 458
21103 211 3 2 1999 -7 -7 -7 -7 -7 -7 -7 18 -7 -7 -7 -7 458
21104 211 3 1 2003 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
22101 221 2 1 1986 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
22102 221 2 1 1987 -7 31 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
22103 221 2 2 1989 -7 -7 36 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
22104 221 2 2 1991 -7 -7 -7 39 -7 -7 -7 -7 -7 -7 -7 -7 458
22401 224 2 1 1974 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
22402 224 2 2 1977 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
22403 224 2 1 1979 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
22701 227 2 2 1975 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
22702 227 2 2 1977 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
22703 227 2 1 1985 31 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
22704 227 2 1 1994 -7 -7 -7 -7 29 -7 -7 -7 -7 -7 -7 -7 458
22801 228 1 2 1980 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
22802 228 1 1 1986 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
22803 228 1 1 1987 -7 52 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
22804 228 1 2 1990 -7 -7 26 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
22901 229 3 1 1992 -7 -7 -7 26 -7 -7 -7 -7 -7 -7 -7 -7 458
23101 231 3 2 1990 -7 -7 21 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
23102 231 3 2 1993 -7 -7 -7 -7 26 -7 -7 -7 -7 -7 -7 -7 458
23601 236 3 1 1988 -7 35 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
23602 236 3 1 1990 -7 -7 -7 16 -7 -7 -7 -7 -7 -7 -7 -7 458
23603 236 3 1 1995 -7 -7 -7 -7 -7 24 -7 -7 -7 -7 -7 -7 458
23701 237 3 2 1981 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
23901 239 3 2 1980 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
23902 239 3 1 1983 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
23903 239 3 1 1984 24 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
24001 240 3 1 1984 28 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
24002 240 3 2 1986 -7 29 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
24201 242 3 2 1986 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
24401 244 3 2 1975 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
24402 244 3 2 1979 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
24403 244 3 2 1991 -7 -7 -7 25 -7 -7 -7 -7 -7 -7 -7 -7 458
24501 245 3 2 1992 -7 -7 -7 28 -7 -7 -7 -7 -7 -7 -7 -7 458
24502 245 3 2 1996 -7 -7 -7 -7 -7 36 -7 -7 -7 -7 -7 -7 458
24503 245 3 1 1999 -7 -7 -7 -7 -7 -7 -7 29 -7 -7 -7 -7 458
24901 249 3 1 1982 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
24902 249 3 2 1984 23 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
24903 249 3 1 1993 -7 -7 -7 -7 23 -7 -7 -7 -7 -7 -7 -7 458
24904 249 3 1 2002 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
25001 250 3 1 1982 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
25002 250 3 2 1986 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
25201 252 3 2 1983 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
25202 252 3 1 1991 -7 -7 -7 29 -7 -7 -7 -7 -7 -7 -7 -7 458
25401 254 3 1 1981 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
25402 254 3 2 1982 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
25403 254 3 1 1989 -7 -7 18 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
25404 254 3 1 1994 -7 -7 -7 -7 23 -7 -7 -7 -7 -7 -7 -7 458
25405 254 3 2 1995 -7 -7 -7 -7 -7 19 -7 -7 -7 -7 -7 -7 458
25501 255 3 2 1983 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
25502 255 3 2 1984 36 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
25503 255 3 2 1987 -7 38 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
25504 255 3 2 1991 -7 -7 -7 26 -7 -7 -7 -7 -7 -7 -7 -7 458
25505 255 3 1 1997 -7 -7 -7 -7 -7 -7 34 -7 -7 -7 -7 -7 458
25601 256 3 2 1980 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
25602 256 3 1 2001 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
25801 258 3 2 1980 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
25802 258 3 2 1981 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
25803 258 3 1 1984 35 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
26201 262 3 2 1985 39 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
26202 262 3 2 1992 -7 -7 -7 29 -7 -7 -7 -7 -7 -7 -7 -7 458
26501 265 3 2 1990 -7 -7 -7 16 -7 -7 -7 -7 -7 -7 -7 -7 458
26502 265 3 2 1992 -7 -7 -7 39 -7 -7 -7 -7 -7 -7 -7 -7 458
26503 265 3 1 1993 -7 -7 -7 -7 24 -7 -7 -7 -7 -7 -7 -7 458
26504 265 3 1 1996 -7 -7 -7 -7 -7 -7 26 -7 -7 -7 -7 -7 458
27201 272 3 1 1984 24 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
27202 272 3 1 1986 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
27203 272 3 1 1989 -7 -7 28 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
27204 272 3 2 1994 -7 -7 -7 -7 26 -7 -7 -7 -7 -7 -7 -7 458
27501 275 3 2 1991 -7 -7 -7 19 -7 -7 -7 -7 -7 -7 -7 -7 458
27502 275 3 1 1993 -7 -7 -7 -7 -3 -7 -7 -7 -7 -7 -7 -7 458
27801 278 3 2 1987 -7 31 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
27802 278 3 2 1991 -7 -7 -7 24 -7 -7 -7 -7 -7 -7 -7 -7 458
27803 278 3 2 1994 -7 -7 -7 -7 -7 22 -7 -7 -7 -7 -7 -7 458
27804 278 3 1 2003 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
28201 282 3 2 1991 -7 -7 -7 21 -7 -7 -7 -7 -7 -7 -7 -7 458
28202 282 3 2 1994 -7 -7 -7 -7 23 -7 -7 -7 -7 -7 -7 -7 458
28501 285 1 2 1977 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
28502 285 1 2 1981 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
28503 285 1 1 1985 43 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
28701 287 3 2 1981 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
28702 287 3 1 1991 -7 -7 -7 18 -7 -7 -7 -7 -7 -7 -7 -7 458
28801 288 3 1 1979 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
28802 288 3 1 1986 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
28803 288 3 2 1993 -7 -7 -7 -7 23 -7 -7 -7 -7 -7 -7 -7 458
28804 288 3 1 1999 -7 -7 -7 -7 -7 -7 -7 19 -7 -7 -7 -7 458
28805 288 3 2 2000 -7 -7 -7 -7 -7 -7 -7 29 -7 -7 -7 -7 458
28806 288 3 1 2000 -7 -7 -7 -7 -7 -7 -7 24 -7 -7 -7 -7 458
28901 289 3 1 1981 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
28902 289 3 2 1985 28 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
29001 290 1 2 1979 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
29002 290 1 1 1983 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
29201 292 3 1 1990 -7 -7 33 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
29202 292 3 1 1991 -7 -7 -7 36 -7 -7 -7 -7 -7 -7 -7 -7 458
29301 293 3 2 1985 31 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
29302 293 3 1 1988 -7 35 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
29401 294 3 1 1983 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
29402 294 3 2 1987 -7 31 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
29403 294 3 1 1990 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
29701 297 3 1 1978 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
29702 297 3 2 1993 -7 -7 -7 -7 22 -7 -7 -7 -7 -7 -7 -7 458
29801 298 1 1 1989 -7 -7 22 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
29802 298 1 2 1996 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
30501 305 1 1 1980 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
30502 305 1 2 1983 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
31201 312 3 1 1983 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 -7 458
