"VERSION_R26","CASEID","SAMPLE_ID","SAMPLE_RACE","SAMPLE_SEX","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS"
-5,6824,11,1,1,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,-5,-5
458,6825,14,1,2,0,-5,-3,1,1,1,1,1,1,1,-3,0,-3,1,1,1,-3,0,0,0,-3,-3,0,0,0,0
458,6826,14,1,2,0,0,0,0,0,0,0,-3,-3,-3,-3,0,-5,0,0,0,-3,-3,-3,0,0,0,0,0,0,0
-5,6827,9,3,1,1,1,1,1,0,1,-3,-3,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6828,14,1,2,1,-5,1,1,-3,-3,-3,1,1,0,0,0,0,0,-3,-3,0,0,0,0,0,0,-5,-5,-5,-5
458,6829,14,1,2,-3,1,0,0,0,-3,0,0,0,0,0,-3,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3
-5,6830,12,3,2,0,0,-3,-3,0,0,0,-3,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6831,12,3,2,1,1,1,1,0,-3,-3,-3,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6832,14,1,2,1,-3,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,0,0,1,-5,-5,-5,-5,0,1,-5,-5,-5
-5,6833,10,2,1,0,-5,0,0,0,-5,0,-3,0,-5,0,0,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6834,10,2,1,-3,0,1,1,1,-3,1,-3,1,-3,1,-3,-3,-3,-3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6835,14,1,2,0,0,-3,0,0,0,-3,-3,-3,0,0,0,0,0,0,0,0,-3,-3,0,0,0,-3,0,0,0
458,6836,11,1,1,0,0,-3,-3,0,-3,-3,0,-3,-3,-3,-3,-3,0,0,-3,-3,0,-3,-3,0,0,-3,0,0,0
458,6837,10,2,1,0,0,-3,0,0,0,-5,-5,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,6838,10,2,1,0,0,-3,0,0,0,0,-3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,6839,13,2,2,-3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-3,-3,0,0
458,6840,10,2,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,-3,-3,0,0,0,-5,1,1,0,0
-5,6841,10,2,1,0,1,0,-3,-5,0,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6842,13,2,2,0,-5,0,-3,-3,0,-5,-5,0,0,0,0,0,0,0,-3,0,0,-3,1,-5,0,1,-3,-3,-3
458,6843,10,2,1,0,0,0,0,1,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,6844,10,2,1,0,0,0,0,0,0,-3,-3,-3,1,0,-3,-3,-3,-3,-5,-5,-5,-5,-5,-5,-5,-3,-5,-5,-3
458,6845,13,2,2,-3,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,-3,0,-3,0,-3,-3,0,0,0,0,0
458,6846,10,2,1,-3,0,0,0,1,0,-3,0,1,1,1,1,1,1,1,1,0,-5,-3,1,1,1,0,0,1,1
458,6847,13,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,-5,-5,-5,-5,0
458,6848,14,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3,0,0,0,-3,-3,-3,0,1
458,6849,10,2,1,1,0,1,-3,1,1,0,-3,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1
-5,6850,10,2,1,1,0,-3,0,0,-3,0,0,0,0,0,0,0,0,-3,-3,0,-3,-5,-5,-5,-3,-5,-5,-5,-5
-5,6851,10,2,1,1,1,-3,0,-3,-3,-3,1,1,-3,1,-3,0,0,0,-3,-3,-5,0,1,1,-5,1,-5,-5,-5
458,6852,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,6853,10,2,1,-3,0,-3,0,0,-3,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,6854,13,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,6855,13,2,2,0,1,1,0,0,0,0,0,0,-3,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0
458,6856,14,1,2,-3,0,-3,-5,-5,-5,-5,-5,-5,-5,-5,-3,-5,-5,1,-3,-5,-5,-5,-5,-5,-5,1,1,-3,-3
-5,6857,11,1,1,0,0,0,0,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,-5,-5,-5
458,6858,13,2,2,0,-3,1,1,1,-3,1,1,1,1,1,-3,-3,0,1,1,1,1,0,-3,1,0,0,-3,1,0
458,6859,10,2,1,0,-3,0,0,-3,0,0,0,0,0,-5,1,-3,0,-3,-3,0,-3,0,0,0,0,-3,-3,0,0
458,6860,10,2,1,0,-3,0,0,-5,0,0,0,-3,0,0,-3,0,0,0,0,-3,-3,0,0,0,0,0,-3,0,0
458,6861,10,2,1,0,0,0,1,0,1,0,0,-3,-5,1,1,0,0,-3,-5,0,-5,0,-3,-3,0,0,-3,-3,-3
458,6862,13,2,2,0,0,1,0,0,0,0,0,-3,0,0,-3,0,0,0,0,-3,1,-3,0,-3,-3,0,0,0,1
458,6863,10,2,1,0,1,0,0,-3,1,1,0,0,-3,-3,1,0,0,1,0,0,-3,-3,0,0,0,0,0,0,0
-5,6864,10,2,1,1,0,0,-3,0,1,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6865,10,2,1,1,-5,0,-5,-5,0,1,1,-3,-3,-5,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1
458,6866,13,2,2,1,-5,-3,-5,-5,-3,0,-3,1,1,0,1,1,-3,1,1,1,-3,-3,-3,-3,0,0,1,0,0
458,6867,10,2,1,1,0,0,-5,1,0,1,0,0,-3,-3,-3,1,0,1,-3,-3,-3,0,1,1,1,0,1,1,1
458,6868,10,2,1,0,0,0,0,1,1,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,6869,13,2,2,0,-3,-3,0,0,0,0,0,-5,0,-5,-5,-3,-3,1,0,0,-3,0,-5,-5,-5,-5,-5,-5,-5
-5,6870,13,2,2,0,-3,-3,0,0,-3,0,-5,-5,-5,-5,-5,-5,-5,-3,0,-3,0,-5,-3,-5,-5,-5,-5,-5,-5
-5,6871,10,2,1,0,-3,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6872,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-3,0,0,0,0,1
458,6873,10,2,1,0,0,0,0,0,0,-5,-5,-5,-5,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-3,0
-5,6874,12,3,2,1,0,0,-5,-3,0,0,0,0,0,0,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6875,14,1,2,0,0,-3,1,-3,-3,1,0,-3,1,0,0,0,0,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6876,13,2,2,0,0,-3,0,-3,-3,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,6877,14,1,2,0,-3,0,0,0,0,0,-5,-5,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6878,10,2,1,0,1,-3,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,-3,-3,0,0,0,0,-3
458,6879,13,2,2,0,0,0,0,0,0,0,0,0,-3,0,-3,0,0,-3,0,-3,0,0,0,0,0,-3,-3,0,0
458,6880,14,1,2,0,0,0,0,0,-5,-5,0,0,-5,-5,-5,0,0,-5,0,1,1,-5,-3,1,1,1,1,1,0
458,6881,13,2,2,1,-3,1,0,0,-3,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0
-5,6882,10,2,1,1,-5,-5,-5,-3,0,-3,0,0,0,1,0,-3,0,0,-3,0,-5,-5,0,0,0,0,0,0,-5
-5,6883,10,2,1,1,-3,0,-3,1,0,0,0,0,0,-3,-3,0,-5,0,-3,0,0,-5,-5,-5,-5,0,0,-5,-5
458,6884,11,1,1,-3,0,0,-3,1,0,0,0,0,0,0,0,-3,1,-3,-3,-3,0,-3,0,0,0,0,0,0,0
458,6885,14,1,2,-3,0,0,-3,1,-3,-3,-3,-3,-3,0,-3,0,0,0,1,-3,1,0,0,0,0,-3,0,1,1
458,6886,11,1,1,0,0,0,0,0,0,0,0,0,-5,0,-5,1,1,1,-3,0,-3,0,0,0,0,0,0,0,0
458,6887,14,1,2,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,-3,-5,-5,0
458,6888,11,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,-3,0,-3
458,6889,11,1,1,0,-5,1,-3,0,1,0,0,0,0,-3,-3,-3,0,0,0,0,0,-3,-5,1,0,0,0,1,0
-5,6890,14,1,2,0,0,-3,1,0,0,0,0,-3,-3,0,0,0,0,0,0,-3,0,0,-3,0,0,1,-5,-5,-5
458,6891,14,1,2,0,0,1,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,6892,11,1,1,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0
458,6893,14,1,2,0,-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,-3,0,0,-5,-3,0,0,0,0,0,0
458,6894,10,2,1,-3,0,-3,0,0,0,0,-3,-3,-5,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0
-5,6895,13,2,2,-3,0,-3,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,0,0,1,0,-5,-5
458,6896,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,-5,-5,-5,0,-3,0,0,-3
458,6897,10,2,1,1,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,-3,0,-3,0,0,0,0
458,6898,10,2,1,1,-3,-3,-3,-3,0,0,0,0,0,0,-3,0,0,-3,-3,0,-5,-5,1,1,1,-3,1,1,0
-5,6899,10,2,1,0,0,1,0,-3,-3,1,0,0,0,0,0,0,0,1,0,1,-3,0,0,0,1,1,-5,-5,-5
-5,6900,10,2,1,1,1,1,-3,1,-3,1,-3,-3,-3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6901,13,2,2,0,1,0,-3,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,1,-3,-3,-3,-3,0,0,0,0,0,1
458,6902,10,2,1,0,-3,0,0,0,-3,0,0,0,0,-3,-3,0,0,0,0,1,0,0,0,0,0,-3,0,-3,0
-5,6903,10,2,1,0,0,0,0,-3,0,-3,0,0,-3,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6904,10,2,1,0,0,0,0,-3,0,-3,-3,-3,1,0,0,0,0,0,0,-3,-5,-5,-5,-5,0,-3,-5,-5,-5
458,6905,13,2,2,0,0,0,0,-3,0,-3,0,1,0,1,-3,0,-3,1,-3,-3,-3,-5,-5,-3,1,0,-3,-3,1
458,6906,10,2,1,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-3,0,0,0,0,0
458,6907,10,2,1,0,0,0,0,-3,0,-3,-5,0,-3,-3,-3,0,0,0,0,0,0,-3,-3,0,0,-3,0,0,0
458,6908,10,2,1,0,-3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
458,6909,10,2,1,0,1,0,1,1,-3,0,0,-3,-3,0,-3,-5,0,0,-3,0,0,0,0,0,-5,-3,-3,-3,-3
-5,6910,11,1,1,0,-3,0,1,0,0,0,0,-3,0,1,-3,0,-3,0,0,0,0,0,-3,0,0,-5,0,-3,-5
458,6911,11,1,1,0,-3,0,0,0,0,0,0,0,0,0,0,-5,-3,-3,0,0,0,1,0,0,-5,0,-3,1,0
458,6912,10,2,1,0,0,-3,0,-3,0,0,0,0,0,0,0,-3,-3,-3,0,0,0,0,-3,0,0,0,0,0,0
458,6913,13,2,2,0,1,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,-3,-3,1,0,0,0,0,0,0
458,6914,10,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0
458,6915,14,1,2,-3,-3,0,0,0,-3,0,-3,-3,0,-3,-3,-3,-3,-3,0,0,-3,0,-5,1,-5,0,0,0,1
-5,6916,12,3,2,1,1,1,1,1,1,1,1,0,1,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6917,12,3,2,0,0,0,0,0,0,1,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6918,9,3,1,1,-3,1,-3,0,1,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6919,12,3,2,0,-3,0,0,-3,1,-3,1,-3,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6920,12,3,2,0,1,1,-3,1,1,1,1,-5,0,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6921,12,3,2,0,0,0,1,1,1,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6922,9,3,1,-3,0,0,0,1,1,0,0,0,0,-3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6923,12,3,2,0,-3,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6924,9,3,1,0,-3,0,0,0,-3,-5,-5,-5,-5,-3,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6925,12,3,2,0,0,-3,0,-3,0,-3,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6926,9,3,1,0,0,-3,0,-3,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6927,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6928,9,3,1,0,1,-3,0,0,0,0,-3,0,0,0,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6929,12,3,2,-3,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6930,14,1,2,-3,-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,6931,14,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,-5,-5,0,-5,0,0,0,0
458,6932,13,2,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-3,-3,-3,0,0,-3,0,-3,0,0
-5,6933,13,2,2,-3,0,0,0,0,-3,0,0,-3,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6934,13,2,2,0,0,1,0,0,-3,-3,0,0,-3,0,-3,0,0,0,0,0,0,-5,0,-5,-5,-5,-5,-5,-5
-5,6935,9,3,1,1,0,0,0,0,-5,0,-5,-5,-3,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6936,12,3,2,1,0,1,0,0,0,1,0,1,-3,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6937,12,3,2,1,0,0,0,-3,0,1,-3,-3,-5,-3,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6938,11,1,1,0,-3,0,0,0,0,0,0,0,0,-3,-3,-3,0,0,-3,-3,-3,0,0,0,0,0,0,0,0
458,6939,14,1,2,0,0,0,0,-3,-3,-3,0,-3,0,0,-3,0,0,0,-3,-3,-3,-3,-3,1,1,-3,0,0,-3
-5,6940,14,1,2,0,0,0,0,-3,-3,-5,-5,-5,-5,0,-5,-3,-3,-3,-5,-3,-5,-3,-3,-3,-3,0,0,0,-5
458,6941,11,1,1,0,0,0,0,0,-3,-3,0,0,0,-3,-3,-3,0,-3,-5,-3,-3,-3,0,0,0,0,1,0,0
458,6942,11,1,1,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,-3,-3,0,0
-5,6943,12,3,2,0,-3,-3,-3,-3,-3,0,-3,-3,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6944,12,3,2,0,-3,-3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6945,12,3,2,0,-3,-3,-3,-3,-5,-5,-5,-5,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6946,10,2,1,0,0,-3,1,-3,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6947,10,2,1,0,0,0,0,0,0,0,-3,-3,1,-3,-3,-3,-3,-3,-3,1,-5,1,-3,1,1,1,0,1,-5
458,6948,13,2,2,0,0,0,0,0,0,0,0,0,-5,-5,-3,-3,0,0,-3,-5,-3,-5,-5,-5,-3,-3,-3,-3,-3
458,6949,13,2,2,-3,-3,0,0,0,-3,0,0,0,-3,-3,-3,-3,0,0,-5,-5,-5,-5,-5,0,0,0,0,0,0
458,6950,13,2,2,-3,-3,1,0,0,-3,0,-3,0,-3,-3,-3,-3,-3,-3,-3,0,0,0,-5,-3,-3,-3,-3,-3,0
-5,6951,14,1,2,0,0,0,0,-3,0,0,-3,-3,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5
458,6952,13,2,2,0,-3,0,0,-3,-3,0,0,0,-3,1,1,0,0,1,1,0,0,-5,0,0,0,0,1,0,0
458,6953,13,2,2,0,-3,0,0,0,0,0,0,0,0,0,0,0,-3,-3,0,0,0,0,0,0,0,0,0,-3,0
-5,6954,11,1,1,0,0,0,0,0,0,0,0,0,0,0,-5,0,0,0,0,0,0,-3,0,0,0,0,-5,-5,-5
458,6955,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,0,-3,0,0,0,0,0,0,0
-5,6956,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6957,13,2,2,0,0,0,0,-3,-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,-5,0,0,-5,-5,0
458,6958,11,1,1,1,0,1,1,-3,1,-5,1,1,-3,1,1,1,0,0,1,1,-3,0,0,-3,0,0,0,0,0
458,6959,11,1,1,1,0,1,1,0,1,-5,-5,-3,1,0,0,1,0,-3,-3,-3,-5,0,0,1,0,0,-3,0,-3
458,6960,11,1,1,1,0,1,0,-3,1,0,0,0,0,0,0,0,0,0,0,0,-5,0,-3,0,0,-3,0,0,0
-5,6961,10,2,1,-3,-5,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,0,0,0,-5,-5,-5,-5
458,6962,13,2,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,1,-5,-5,1,1,-3,-3,1
-5,6963,12,3,2,0,1,1,1,1,1,1,1,1,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6964,10,2,1,-3,0,1,-3,0,0,0,0,0,0,0,0,0,-3,0,1,-3,0,-3,0,-3,0,-3,0,0,-5
-5,6965,12,3,2,1,1,1,1,1,1,0,-3,0,1,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6966,13,2,2,1,1,1,1,-3,1,1,1,-3,-3,-3,1,1,1,1,1,1,1,-3,1,1,1,1,1,1,1
458,6967,13,2,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
458,6968,13,2,2,0,0,-3,0,0,-3,-3,0,0,0,-3,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,-3
458,6969,10,2,1,1,-3,1,0,-3,-3,-3,0,0,-3,-5,-5,-3,-3,-3,0,-3,1,0,-5,0,1,0,0,-3,1
458,6970,13,2,2,0,-3,1,1,1,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
458,6971,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
458,6972,10,2,1,-3,0,1,1,1,0,-3,1,1,-3,0,0,0,0,0,0,0,0,-3,0,1,0,0,-3,0,0
-5,6973,12,3,2,0,0,0,0,0,1,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6974,9,3,1,0,0,1,0,0,1,1,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6975,9,3,1,0,1,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6976,12,3,2,0,0,0,0,0,0,0,0,0,0,0,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6977,12,3,2,1,1,0,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6978,12,3,2,-3,0,-3,-3,0,0,0,0,0,-3,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6979,12,3,2,1,1,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6980,12,3,2,-3,1,0,0,0,0,0,-3,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6981,12,3,2,0,1,0,0,-3,-3,1,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6982,12,3,2,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6983,12,3,2,1,1,1,-3,-3,0,-5,-3,0,-3,-3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6984,12,3,2,1,1,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6985,12,3,2,-3,1,1,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6986,12,3,2,-3,0,1,0,0,0,0,0,0,-3,-3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,6987,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,6988,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,0,-3,0,-3,0,0,0,0,-3,0,0
458,6989,13,2,2,-3,0,0,0,1,1,1,1,1,1,0,0,1,1,1,-3,1,1,1,0,-3,1,1,0,0,0
458,6990,13,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-3,-3,0,-3,-3,-3,-3,-3,-3
458,6991,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,6992,13,2,2,0,0,-3,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,-5,-5
458,6993,10,2,1,0,-3,-3,0,-3,-3,1,-3,0,-3,-3,-3,1,0,-3,-3,-3,-5,1,-5,-5,-5,-3,0,-5,0
458,6994,13,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,-5,-5,0,-5,-5,0,0,0
458,6995,13,2,2,-3,-3,1,1,1,1,1,1,-3,1,1,-5,1,-3,-3,-3,1,-3,0,1,1,1,1,0,1,-3
458,6996,10,2,1,-3,0,0,0,0,0,0,0,0,0,0,-3,0,-5,-5,0,0,0,0,1,0,0,0,0,0,0
458,6997,13,2,2,0,0,-3,1,1,-3,1,1,1,-3,-3,1,-3,-3,-3,-3,1,1,1,-3,1,1,-3,1,1,0
458,6998,10,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-3,-3
458,6999,13,2,2,0,0,0,0,0,0,0,1,0,0,0,0,-3,0,0,-3,0,0,-3,0,-3,0,0,0,0,0
-5,7000,13,2,2,1,0,-3,0,-3,-3,-3,-3,-3,1,1,-3,1,-3,-3,-3,-3,-3,-3,-3,-5,-5,-5,-5,-5,-5
-5,7001,9,3,1,0,0,-5,-5,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,7002,13,2,2,-3,-3,-3,1,1,0,1,0,0,-3,1,0,0,0,0,0,0,-5,-5,0,0,0,0,0,0,-3
458,7003,10,2,1,0,0,0,0,0,-3,1,0,-3,-5,0,0,0,0,-3,-3,-3,1,-5,-5,-5,-5,0,-3,0,1
-5,7004,10,2,1,0,0,0,-3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5
458,7005,13,2,2,0,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0
-5,7006,12,3,2,1,0,1,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,7007,9,3,1,1,1,-3,1,-3,1,1,1,1,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,7008,10,2,1,0,-5,0,1,1,1,1,1,1,1,1,1,1,1,1,-3,-3,1,1,1,1,-3,1,-3,0,0
-5,7009,10,2,1,0,0,0,0,-3,-3,-3,1,0,-3,-3,-5,0,-3,0,0,1,0,0,0,0,0,0,0,0,-5
