"VERSION_R26","CASEID","SAMPLE_ID","SAMPLE_RACE","SAMPLE_SEX","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS","POVSTATUS"
458,3240,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,3241,2,3,1,0,0,0,0,1,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3242,5,3,2,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3243,5,3,2,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3244,5,3,2,0,0,0,-3,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0
458,3245,5,3,2,-3,-3,-3,-3,-3,-3,-3,1,0,0,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3246,1,3,1,0,0,-3,0,-3,0,-3,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0
458,3247,1,3,1,0,0,-3,0,-3,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3248,6,3,2,-3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3249,5,3,2,0,0,0,0,0,0,1,0,-3,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3250,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-3,0,0,0
458,3251,1,3,1,0,0,0,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3252,5,3,2,0,1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,-3,0,0,0,0,0,0,0
458,3253,5,3,2,0,1,0,1,-3,1,0,-3,-3,-3,0,-3,1,-3,-3,1,0,-3,0,0,-3,0,-3,1,1,-3
458,3254,5,3,2,0,1,0,1,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3255,1,3,1,0,1,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
458,3256,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3257,1,3,1,0,0,0,0,0,0,0,1,1,1,-3,0,0,-3,0,0,0,0,0,0,0,0,-3,0,0,-3
458,3258,1,3,1,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3
458,3259,7,2,2,0,-3,-3,1,1,1,-3,1,1,1,-3,-3,1,1,-3,-3,1,1,1,1,1,1,1,1,1,1
-5,3260,7,2,2,0,1,-3,1,-3,1,-3,-3,0,1,-3,-3,1,0,-3,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3261,3,2,1,0,-3,-3,1,-3,1,-3,1,1,0,-3,0,0,0,0,0,0,0,0,0,0,1,-3,0,0,0
-5,3262,5,3,2,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3263,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
458,3264,4,1,1,0,0,-3,0,0,-3,-3,1,0,0,0,0,-3,-3,-3,-3,0,0,-3,0,0,0,-3,0,-3,-3
458,3265,4,1,1,0,0,-3,0,0,-3,0,0,0,0,0,0,-3,-3,0,0,0,-3,0,0,-5,0,-5,-5,0,0
458,3266,8,1,2,0,0,1,0,1,0,0,0,0,-5,-5,-3,0,-3,-3,-5,-5,-5,0,0,0,1,1,1,-3,-3
-5,3267,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,-5,-5,-5,-5,-5,1,0,-3,-3,1,-5
458,3268,8,1,2,1,1,1,-3,0,0,-3,1,-3,-5,-5,-5,-3,1,1,-3,1,0,0,-3,1,-5,1,1,1,1
458,3269,8,1,2,0,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,3270,4,1,1,1,-3,-3,-3,-3,1,0,-3,-3,1,-3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3271,2,3,1,1,-3,-3,-3,0,0,0,0,0,0,0,-3,0,-3,0,0,-3,0,-3,0,-3,1,-5,0,-3,-3
-5,3272,2,3,1,1,-3,-3,0,0,0,0,-3,1,0,0,-3,1,0,0,0,0,-5,0,-5,-5,-5,-5,-5,-5,-5
458,3273,8,1,2,1,1,-3,0,1,1,1,1,-5,1,1,1,-3,-3,-3,-3,-3,-3,-5,1,-3,0,0,0,0,0
-5,3274,4,1,1,1,1,-3,-3,-3,-3,-3,-5,-5,-5,0,0,0,-3,0,0,-5,-5,1,0,-5,-5,-5,-5,0,-5
458,3275,1,3,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,0
458,3276,5,3,2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,1,1,0,-3,0,0,0
-5,3277,2,3,1,0,0,0,0,-3,0,0,0,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-5,-5
458,3278,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3279,2,3,1,1,0,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,0,-3,-3,-3,1
458,3280,6,3,2,1,0,0,0,0,0,0,0,0,0,0,0,-3,-3,0,-3,0,0,0,-3,0,-3,0,-3,-3,-3
458,3281,4,1,1,0,0,0,0,0,0,0,-3,0,-3,0,0,-3,-3,0,0,-3,0,-3,0,0,0,-3,0,-3,-3
458,3282,4,1,1,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,-5,-3,0,0
-5,3283,4,1,1,0,-3,-3,0,-3,0,0,0,0,0,-3,-3,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,3284,1,3,1,0,0,-5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
458,3285,8,1,2,0,0,-3,0,0,0,0,0,-3,0,-3,0,-3,-3,-3,-3,-3,-3,0,-3,0,0,-3,-3,-3,-3
-5,3286,8,1,2,-3,0,0,-3,0,0,0,0,0,0,-3,-5,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5
458,3287,5,3,2,0,0,0,0,-3,0,-3,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0
-5,3288,8,1,2,1,-3,-3,0,-3,0,1,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3289,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,-3,0,-5,0
458,3290,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3291,5,3,2,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,-5,0,0
-5,3292,5,3,2,-3,0,1,0,0,0,0,0,0,-5,0,-3,-3,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,3293,5,3,2,0,-3,-3,-3,0,0,0,-3,-3,0,0,0,-3,0,0,0,0,0,-3,-3,-3,-5,-5,-5,-5,-5
458,3294,5,3,2,-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0
-5,3295,5,3,2,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,-3,1,0,-5,-5,-5,-5,-5,-5,-5,-5
-5,3296,1,3,1,0,-3,0,1,0,0,1,-3,0,0,-3,-5,-5,1,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3297,3,2,1,0,0,0,0,0,0,0,0,0,0,0,-3,0,1,-3,0,0,0,0,-5,-3,1,-3,0,1,1
-5,3298,8,1,2,1,-5,0,0,0,-3,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,3299,8,1,2,0,0,0,0,0,-3,0,1,0,-5,0,0,0,0,0,0,0,0,0,0,-3,-5,0,-5,-5,-5
458,3300,8,1,2,0,0,0,0,0,-3,0,1,-5,-3,0,-3,0,-3,-3,0,0,0,0,1,1,-5,1,-5,-5,1
458,3301,4,1,1,0,-3,0,0,0,0,0,1,-5,-5,0,-5,-3,-3,0,-3,-3,-3,-5,-5,-5,-5,1,-5,0,1
-5,3302,4,1,1,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-3,0,0,-5,1,-3,1,-3,0,-5
458,3303,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3304,8,1,2,-3,0,0,-3,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3305,8,1,2,-3,0,0,-3,-3,0,0,0,1,0,0,1,-3,0,0,0,1,0,0,0,0,0,0,-3,0,0
458,3306,7,2,2,1,1,1,1,1,-3,1,1,-3,-3,-3,0,0,0,0,1,1,-3,0,1,-3,-3,1,0,0,-3
458,3307,3,2,1,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,-3,0,0,-3,-3,-3,-3,0,0,1,-3,0
-5,3308,7,2,2,0,0,0,0,0,0,-3,0,0,0,0,-3,0,-3,-3,-3,0,0,-3,-3,-3,-3,-3,-3,1,-5
458,3309,7,2,2,0,-3,0,-3,1,-3,-3,0,0,-5,0,-5,0,-5,-3,0,-3,-5,0,0,0,0,-3,-3,-3,0
458,3310,3,2,1,0,0,0,0,0,-3,0,0,0,1,-3,1,-3,-3,-3,0,-3,0,1,0,0,0,0,0,0,0
458,3311,3,2,1,0,1,-3,0,0,0,0,0,0,0,0,-3,0,0,1,0,-3,0,-3,1,1,0,0,0,0,0
458,3312,7,2,2,0,0,0,1,0,0,0,0,-3,-3,-5,0,0,-3,-3,0,0,0,0,0,0,0,-3,0,-3,0
458,3313,2,3,1,0,1,-3,0,0,0,0,0,1,-3,-3,1,-3,-3,-3,1,1,1,1,-3,1,0,1,-3,-3,1
-5,3314,2,3,1,0,0,-3,0,0,0,0,1,0,-3,-3,-3,-3,-3,-3,-3,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3315,7,2,2,-3,0,1,1,1,-3,0,-5,-5,1,0,0,1,-3,1,1,-3,1,0,1,1,0,0,0,0,0
458,3316,7,2,2,0,1,0,1,-3,-3,-3,-3,1,0,1,0,-3,0,1,-3,1,0,0,-3,1,0,-3,0,1,1
458,3317,7,2,2,0,-3,0,1,1,1,1,1,1,0,1,1,-3,-3,-3,-3,1,0,-3,0,0,0,1,0,1,1
-5,3318,3,2,1,0,0,1,1,1,1,1,1,1,1,1,-3,-3,1,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3319,2,3,1,0,-3,0,-3,-3,0,-3,1,-3,0,0,1,-3,-3,-3,-3,-3,-3,-3,-3,-3,1,1,-3,-3,1
-5,3320,6,3,2,0,-3,0,0,0,0,0,1,1,0,0,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3321,6,3,2,0,0,0,-3,-3,0,-3,1,-3,-3,-3,1,1,0,1,0,0,0,0,-3,0,0,0,0,0,0
458,3322,7,2,2,1,0,1,-3,1,1,1,-3,0,0,1,0,0,1,1,0,0,-3,-3,0,0,-3,-3,-3,0,0
-5,3323,3,2,1,1,0,-3,-3,1,1,1,1,1,-3,1,-3,1,1,1,1,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3324,3,2,1,0,1,0,-3,1,-3,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,-3,0,0,0,-3,0
458,3325,7,2,2,1,0,1,-3,1,-3,1,1,1,1,1,1,1,1,1,-3,-3,1,1,1,1,1,1,1,1,1
-5,3326,3,2,1,0,1,1,-3,-3,-3,-3,1,0,-3,0,-3,-3,-3,-3,-3,-3,1,1,-5,-5,-5,-5,-5,-5,-5
458,3327,3,2,1,-3,-3,-3,1,-3,-3,0,1,1,0,-5,0,0,1,0,0,0,-5,-5,-5,-5,-5,-5,0,-3,0
-5,3328,1,3,1,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3329,1,3,1,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,-5,-5,-3,-5,0,-5,1,1,1
458,3330,1,3,1,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,3331,1,3,1,0,1,0,0,-3,-3,1,1,1,-3,-3,-3,-3,-3,-3,-3,0,0,0,-5,0,0,0,0,0,-5
458,3332,5,3,2,0,-5,0,-3,0,0,0,0,0,0,0,0,1,1,1,1,0,-3,-3,0,-3,-3,1,0,0,0
458,3333,1,3,1,-3,-3,-3,0,-3,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0
458,3334,3,2,1,0,-3,-3,0,0,0,1,1,-3,0,1,1,-3,1,0,1,-3,1,1,-5,-5,-5,-5,-3,1,1
-5,3335,1,3,1,0,0,0,0,1,-3,-5,-5,-5,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,3336,1,3,1,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,3337,5,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
458,3338,5,3,2,0,0,0,0,0,0,0,0,-3,-3,0,0,0,0,0,0,-5,0,0,1,-3,0,0,0,0,0
-5,3339,5,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,-3,0,-3,-5,-5,-3,-5,-5,-5,-5,-5,-5,-5
-5,3340,1,3,1,1,0,0,0,0,-5,0,-3,0,0,0,0,-3,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5
458,3341,5,3,2,0,0,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0
458,3342,5,3,2,-3,0,0,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3343,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
-5,3344,1,3,1,0,0,0,0,1,0,0,0,-3,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3345,5,3,2,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-3,-3,-3,-3,-3
458,3346,1,3,1,0,0,0,0,0,0,0,0,-5,0,-3,0,0,0,-3,-3,-3,0,0,-3,-3,0,-3,0,0,-3
458,3347,5,3,2,0,-3,0,-3,0,0,-3,-3,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0
-5,3348,5,3,2,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-5,-5,-5,-5
-5,3349,5,3,2,0,-3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5
458,3350,5,3,2,0,-3,0,0,0,-3,0,0,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3351,1,3,1,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,-3,0,0,0,0,0,0,0,-3,0,1,0
458,3352,5,3,2,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3353,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,-3,0,0,0,0,0,0,0,0,0,0
458,3354,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,-3,0,0,-3,1,0,1,0,0,0,0,0
458,3355,5,3,2,0,-3,0,0,0,0,0,0,0,0,-3,-3,0,0,0,0,-3,0,-5,0,0,0,0,0,-3,-3
458,3356,1,3,1,1,0,0,0,0,0,0,0,1,0,-3,0,1,1,0,0,-3,-3,1,1,-3,1,1,1,1,1
458,3357,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,3358,5,3,2,1,0,1,0,0,-5,0,1,1,1,1,0,1,-3,-3,0,0,0,-5,0,1,1,1,-5,-5,-5
458,3359,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0
458,3360,5,3,2,0,0,0,0,0,0,1,1,0,0,-3,0,0,0,1,0,0,0,0,1,0,0,0,0,-3,0
458,3361,1,3,1,0,-3,-3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3362,5,3,2,1,-3,1,0,0,1,1,0,0,0,-3,0,0,-5,0,-5,0,-5,0,-5,1,1,1,0,0,0
458,3363,5,3,2,-3,-3,-3,0,0,-3,-3,0,0,-3,-3,-3,0,-3,0,0,-3,0,-3,-3,0,0,-3,-3,-3,-3
-5,3364,5,3,2,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5
458,3365,5,3,2,-3,0,0,0,0,0,0,0,0,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
-5,3366,1,3,1,0,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3367,5,3,2,-3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3368,5,3,2,-3,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3369,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0
458,3370,5,3,2,-3,0,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3371,7,2,2,0,0,1,1,1,1,1,1,-3,-3,-3,-3,-3,1,1,1,1,1,1,1,1,1,1,0,1,1
-5,3372,1,3,1,0,0,-3,-3,0,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-5
-5,3373,5,3,2,0,0,-3,0,0,0,0,0,0,0,0,0,0,-5,0,0,-5,-3,-5,-5,-5,-5,-5,-5,-5,-5
458,3374,1,3,1,0,0,-3,0,0,0,0,-3,-3,0,-3,0,-3,-3,-3,0,0,0,-3,0,0,0,0,0,0,0
-5,3375,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,0,0,0,0,-3,-5
-5,3376,1,3,1,0,0,-3,-3,0,1,0,0,0,0,0,0,0,0,0,0,0,-3,-5,-5,0,0,0,0,-5,-5
-5,3377,5,3,2,0,0,-3,-3,0,1,1,0,0,-3,-3,0,-5,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3378,5,3,2,0,0,0,0,0,0,0,-3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3379,1,3,1,0,0,0,0,0,0,1,0,0,0,-3,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0
458,3380,1,3,1,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0
458,3381,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,3382,1,3,1,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,3383,5,3,2,0,0,0,-3,0,0,0,0,-3,-5,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,3384,5,3,2,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3385,1,3,1,0,0,0,-3,0,0,0,0,-3,0,0,0,0,0,0,0,0,-3,-3,-3,-3,-3,-3,-3,-3,0
-5,3386,5,3,2,0,0,0,0,1,1,1,0,0,0,0,-3,-5,0,0,0,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3387,7,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0
-5,3388,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3389,1,3,1,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,-5,0,0,0,0,-5,0,0,-3
458,3390,3,2,1,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3391,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3392,3,2,1,0,0,1,0,-3,1,0,0,-5,-3,-3,0,0,-3,-3,-3,-3,-3,0,0,-3,0,0,-3,-3,-3
458,3393,7,2,2,0,0,0,0,-3,0,-3,0,1,-3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3394,3,2,1,0,-3,0,0,-3,0,0,0,-3,0,-3,0,0,0,0,0,-3,-3,0,0,0,0,0,0,0,0
-5,3395,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,3396,1,3,1,0,0,0,0,1,-5,-5,-5,-5,-3,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,3397,5,3,2,0,0,0,0,0,-5,-3,0,0,0,0,0,0,-3,0,-3,-3,-3,-3,0,0,0,0,0,-5,-5
-5,3398,1,3,1,-3,0,-3,0,0,-3,0,-3,0,0,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5
458,3399,1,3,1,-3,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
458,3400,1,3,1,-3,0,-3,0,0,-3,0,-3,0,0,-3,-3,0,0,0,0,0,0,0,0,0,1,0,0,-3,0
458,3401,1,3,1,0,0,-3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3402,5,3,2,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3403,1,3,1,1,0,0,0,0,0,0,0,-3,-5,-5,0,0,0,0,0,0,0,-5,-5,-5,-3,-3,0,0,-3
-5,3404,1,3,1,0,0,0,-3,0,0,-3,0,-3,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3405,1,3,1,0,0,0,-3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3406,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,3407,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,-5,-5
-5,3408,5,3,2,0,0,0,0,0,0,0,0,-3,0,0,0,-3,0,-3,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
-5,3409,5,3,2,0,0,0,0,-3,0,-3,0,0,0,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3410,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,3411,5,3,2,1,-3,0,-3,-3,-3,-5,-3,0,-5,-3,0,0,0,0,0,0,0,0,-5,-5,-5,-5,-5,-5,-5
-5,3412,5,3,2,-3,-5,-5,-5,0,-3,-3,-3,-3,0,0,0,0,0,0,-3,-3,0,0,-3,1,1,0,0,-5,-5
-5,3413,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5
-5,3414,1,3,1,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,-5,-5,-5,-5,-5,-5
-5,3415,1,3,1,0,0,-3,0,-3,-3,-5,0,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3416,5,3,2,0,0,-3,0,0,0,0,0,0,-3,0,-3,0,-5,0,-3,-5,0,0,0,0,0,0,0,0,0
458,3417,1,3,1,0,-3,-3,0,0,0,-5,-3,0,0,0,0,-3,0,0,0,1,1,0,1,1,1,1,1,1,1
458,3418,5,3,2,0,-3,-3,0,0,-3,0,0,0,-3,-3,-3,-3,-3,-3,0,-3,-3,0,0,0,0,0,0,0,0
458,3419,5,3,2,0,0,0,0,0,-3,0,0,0,0,0,-5,0,0,0,0,0,0,0,-5,-5,-5,-5,0,0,0
458,3420,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0
458,3421,5,3,2,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3422,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
458,3423,5,3,2,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
458,3424,5,3,2,1,0,0,-3,0,0,-3,-3,-3,0,0,0,0,0,0,0,-3,-3,0,0,0,0,0,0,0,0
-5,3425,1,3,1,1,0,0,0,-3,0,-3,-3,0,-3,0,0,0,0,0,0,0,0,0,0,-5,0,0,-5,-5,-5
458,3426,5,3,2,-3,0,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
-5,3427,5,3,2,-3,0,0,0,-3,-3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5
458,3428,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0
458,3429,5,3,2,0,0,0,0,0,0,0,0,-3,1,0,0,-3,0,0,0,0,0,0,-3,0,0,0,0,1,0
458,3430,5,3,2,0,0,0,0,0,-3,-3,0,0,0,0,0,0,0,-3,0,-3,0,0,0,0,0,0,0,0,1
458,3431,1,3,1,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,3432,5,3,2,0,0,0,0,-3,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
