1 -999 -4 -999 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -999 -4
2 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 1 1 1 1 1 1 1 1 1 1 1 1 1
3 -999 36 -4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -4 1 -4 1 1 1
4 -999 -4 1 1 0 0 0 0 0 0 0 0 -4 0 0 -4 1 1 -4 -4 -4 -4 -4 -4 0 -4
5 -999 -999 -999 -999 -999 -999 -4 1 -4 1 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 0 -4
6 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 33 1 1 1 1 1 1 -4 1 1 1 1 1 1 1 1
7 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 33 1 1 1 1 0 0 33 33 33 33 0 0 -4 0 33
8 1 1 1 1 1 1 1 1 1 33 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 33
9 -999 -999 -999 -999 -999 -999 -999 -999 -999 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
10 -999 -999 -999 -999 1 1 1 -4 -4 1 -4 1 1 1 1 1 -4 -4 -4 -4 -4 -4 -4 -4 0 -4
11 -999 -4 -999 -999 -999 -999 -999 -4 -4 -4 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 33 -4 -4 -4 0 -4
12 -999 -999 -999 -999 1 1 1 -4 -4 -4 -4 -4 -4 -4 1 1 -4 -4 -4 -4 -4 -4 -4 -4 0 -4
13 -999 -999 -999 -999 -999 -999 -999 -999 -999 33 1 1 1 1 1 1 1 1 0 0 0 -4 -4 -4 0 0
14 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 1 1 1 1 1 0 0 0 0 33 0 0 0 0
15 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 1 1 1 1 1 1 1 1 1 1 1 1
16 -999 -999 -999 -999 -999 -999 -999 -999 -999 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 0 1
17 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 33 1 1 1 1 0 0 1
18 -999 1 1 1 1 1 1 1 1 1 1 1 1 0 36 1 1 1 0 0 0 0 0 0 0 0
19 1 0 0 0 -4 0 0 0 0 1 0 0 0 0 0 0 -4 0 -4 -4 -4 -4 1 -4 0 1
20 -999 -999 -999 -999 -999 -999 -999 -999 -999 1 1 1 1 1 1 1 1 1 1 1 1 1 -4 1 1 1
21 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 1 1 1 1 1 1 1 1 1 1 1 1 1
22 -999 -999 -999 -999 -999 -999 -999 -999 -999 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1
23 -999 -999 -999 -999 -999 -4 -4 -4 -4 -4 -4 -4 -999 -999 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -999 -4
24 -999 -999 -999 -999 -999 -4 -999 1 1 1 1 1 -4 1 1 0 0 0 -4 -4 -4 -4 -4 -4 0 -4
25 -999 -999 -999 -999 -999 -999 -999 -999 33 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
26 -999 -999 -999 -999 -999 -999 -999 33 33 1 1 1 1 1 1 -4 -4 -4 -4 -4 -4 -4 1 1 0 -4
27 -999 36 33 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
28 -999 -999 -999 -999 -999 33 33 1 1 1 0 0 33 33 33 0 0 33 0 -4 -4 -4 33 -4 0 -4
29 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 33 33 1 1 1 1 1 1 1 1
30 -999 -999 -999 1 -4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
31 -999 -999 -999 -999 -999 -999 1 1 1 1 1 1 1 1 1 1 -4 0 0 33 33 1 1 1 1 33
32 -999 -4 -999 -999 -999 -999 -999 33 33 33 1 -4 -4 1 1 0 33 -4 -4 -4 33 -4 1 -4 0 1
33 -999 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -999 -999 -999 -999 -999 -4 -4 -4 -4 -999 -999 -999 -999 -999
34 -999 -999 -999 33 0 0 0 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 0 33 1
35 -999 -999 -999 -999 -999 -999 -999 -999 1 1 1 1 1 1 1 1 1 1 -4 -4 -4 -4 -4 -4 0 -4
36 -999 -999 1 1 1 1 1 -4 1 1 1 33 1 1 1 1 1 1 1 1 1 0 1 1 0 1
37 -999 -999 -999 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
38 -999 -999 -999 -999 -999 33 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
39 -999 -4 36 33 33 33 0 0 0 36 33 33 33 1 1 1 1 1 1 1 1 1 1 1 1 1
40 -999 -999 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1
41 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -4 1 1 1 1 1 1 1 1
42 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 1 1 1 1 1 1 1 1 1 1 1 1 1 1
43 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 1 1 1 0 0 0 0 0 0
44 -999 -999 1 1 1 1 1 1 1 1 1 1 1 1 1 -4 1 1 1 1 1 1 1 1 1 1
45 -999 -999 -999 -999 -999 -999 -999 -999 1 1 1 1 1 1 1 1 -4 -4 -4 -4 -4 -4 -4 -4 0 -4
46 -999 -999 -999 -999 -999 -999 -999 -999 33 33 33 1 1 1 1 1 1 1 1 1 1 1 -4 -4 0 1
47 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 33 33 0 0 0 0 0 1 1 0
48 -999 -999 -4 1 1 -4 -4 -4 -4 -4 1 -4 1 1 1 1 -4 -4 -4 -4 -4 -4 -4 -4 0 -4
49 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
50 -999 -999 -999 -999 -999 -999 33 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
51 -999 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -999 -4
52 -999 1 1 1 1 1 1 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 33 33 -4
53 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999
54 -999 -999 -999 1 1 1 1 1 1 1 1 1 1 1 1 -4 1 1 1 1 -4 -4 1 -4 1 -4
55 -999 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -999 -4
56 -999 -999 -999 -999 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -4 -999 -4
57 1 1 1 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 0 0 0 1
58 -999 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 -4 1 1 1 1 1 1
59 -999 -999 -999 -999 -999 -999 33 1 1 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
60 -999 -999 -999 -4 -999 -999 -999 -999 -999 -999 -999 -999 -999 1 1 1 1 1 1 -4 -4 -4 -4 1 0 -4
61 -999 -999 -999 -999 -999 -999 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
62 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 -999 33 1 1 1 1 1 1 1 1 1 0 0 0 0 1
63 -999 -999 -999 -999 -999 -999 -999 -999 -999 -4 -4 -4 -4 -4 1 1 1 1 1 1 1 1 1 1 1 1
